 	tnxk,txwk
〩	xjjj
〶	zzts
〷	zzts
〸	fsss
〹	hvvv
〺	hsss
〻	zzbd,zvvv,jfld,jfjl
〼	zzbd,hdlf
〽	zzbd
〾	zzbd
〿	zzbd,kcaq
ぁ	hqzv·一㇏α,hdn·一女,gzv·{民下}α,rxla
あ	hqzv·一㇏α,hdn·一女,gzv·{民下}α,rxa
ぃ	lqv·㇂丶,rxli
い	lqv·㇂丶,rxi
ぅ	qzv·丶𠃌,rxlu
う	qzv·丶𠃌,rxu
ぇ	qzv·丶乙,rxle
え	qzv·丶乙,rxe
ぉ	hzqv·一α丶,kqvm·木丶,rxlo
お	hzqv·一α丶,kqvm·木丶,rxo
か	xqvl·力丶,rxka
が	xqvv·力丶⺀,rxga
き	flv·キ㇂,zzve·二乙,rxki
ぎ	flvv·キ㇂⺀,zzvv·二乙⺀,rxgi
く	lvvv·𡿨,rxku
ぐ	lvv·𡿨⺀,rxgu
け	lfv·㇂𠂇,rxke
げ	lfvv·㇂𠂇⺀,rxge
こ	zlv·乛㇂,rxko
ご	zlvv·乛㇂⺀,rxgo
さ	flvs·十㇂,hzv·一乙,rxsa
ざ	flvv·十㇂⺀,hzvv·一乙⺀,rxza
し	lvvv·乚,rxsi
じ	lvv·乚⺀,rxzi
す	hzv·一α,fccc·寸,rxsu
ず	hzvv·一α⺀,fvvc·寸⺀,rxzu
せ	flv·{于下}乚,rxse
ぜ	flvv·{于下}乚⺀,rxze
そ	zvvv·𠄎,rxso
ぞ	zvv·𠄎⺀,rxzo
た	fzlv·𠂇乛㇂,fqlv·𠂇丶㇂,rxta
だ	fzlv·𠂇乛㇂⺀,fqlv·𠂇丶㇂⺀,rxda
ち	hlv·一㇉,tvvv·ㄊ,rxti
ぢ	hlvv·一㇉⺀,tvv·ㄊ⺀,rxdi
っ	zvvv·𠃌,rxtu
つ	zvvv·𠃌,rxtu
づ	zvv·𠃌⺀,rxdu
て	zvvv·⺄,rxte
で	zvv·⺄⺀,rxde
と	icv·丨匚,rxto
ど	icvv·丨匚⺀,rxdo
な	fzv·𠂇𠄎,fqzv·𠂇丶α,fzz·𠂇子,rxna
に	lzlv·㇂乛㇂,lhlv·㇂一㇂,rxni
ぬ	qzv·㇏α,rxnu
ね	izv·亅𠄎,fzv·{于下}α,rxne
の	zvvv·α,rxno
は	lhzv·㇂一α,lkm·㇂朩,rxha
ば	lhzv·㇂一α⺀,lkvv·㇂朩⺀,rxba
ぱ	lhzo·㇂一α〇,lkov·㇂朩〇,rxpa
ひ	zvvv·㇎,uvvv·凵,rxhi
び	zvv·㇎⺀,uvv·凵⺀,rxbi
ぴ	zov·㇎〇,uov·凵〇,rxpi
ふ	mabl·了八,qxx·丶小,rxhu
ぶ	mavv·了八⺀,qxvv·丶小⺀,rxbu
ぷ	maov·了八〇,qxov·丶小〇,rxpu
へ	qvvv·乀,rxhe
べ	qvv·乀⺀,rxbe
ぺ	qov·乀〇,rxpe
ほ	lzzv·㇂二α,lkv·㇂{余下},rxho
ぼ	lzzv·㇂二α⺀,lkvv·㇂{余下}⺀,rxbo
ぽ	lzzo·㇂二α〇,lkov·㇂{余下}〇,rxpo
ま	zzve·二α,hkm·一朩,rxma
み	zjv·𠄎丿,rxmi
む	hzqv·一α丶,rxmu
め	qzv·㇏α,dnnn·女,rxme
も	lze·乚二,zlve·二乚,rxmo
ゃ	zqiv·𠃌丶丨,rxya
や	zqiv·𠃌丶丨,rxya
ゅ	ljv·り丿,njv·冂丿,rxyu
ゆ	ljv·り丿,njv·冂丿,rxyu
ょ	hzv·一α,rxyo
よ	hzv·一α,rxyo
ら	qlv·丶㇉,mbbb·宀,rxra
り	lvvv·り,nvvv·リ,rxri
る	zvvv·𠄎,rxru
れ	izv·亅𠄎,fzv·{于下}⺄,rxre
ろ	zvvv·𠄎,rxro
ゎ	izv·亅𠄎,fzv·{于下}𠃌,rxwa
わ	izv·亅𠄎,fzv·{于下}𠃌,rxwa
ゐ	zvvv·𠄎,rxwi
ゑ	zvvv·𠄎,zmh·𠄎灬,rxwe
を	hlcv·一𠃑匚,hvcv·一亻匚,rxwo
ん	lvvv·乚,rxn
ゔ	qzvv·丶𠃌⺀,zzrx,rxvu
ゕ	xqvl·力丶,rxka
ゖ	lfv·㇂𠂇,rxke
ゟ	hlv·一㇉,zzrx,rxyo
ァ	zjv·㇇丿,mlll·了,rdla
ア	zjv·㇇丿,mlll·了,rda
ィ	vrrr·亻,rdli
イ	vrrr·亻,rdi
ゥ	mbbb·宀,rdlu
ウ	mbbb·宀,rdu
ェ	iggg·工,rdle
エ	iggg·工,rde
ォ	fjv·{于下}丿,rdlo
オ	fjv·{于下}丿,rdo
カ	xlll·力,rdka
ガ	xvvl·力⺀,rdga
キ	fvvv·キ,rdki
ギ	fvv·キ⺀,rdgi
ク	hvvv·𠂊,rdku
グ	hvv·𠂊⺀,rdgu
ケ	ljvr·𠂉丿,rdke
ゲ	ljvv·𠂉丿⺀,rdge
コ	cvvv·コ,rdko
ゴ	cvv·コ⺀,rdgo
サ	hccc·サ,rdsa
ザ	hvvc·サ⺀,rdza
シ	csss·氵,rdsi
ジ	cvvs·氵⺀,rdzi
ス	zvvv·ス,rdsu
ズ	zvv·ス⺀,rdzu
セ	zlv·𠃍乚,rdse
ゼ	zlvv·𠃍乚⺀,rdze
ソ	vvvv·ソ,rdso
ゾ	vvv·ソ⺀,rdzo
タ	dvvv·夊,rdta
ダ	dvv·夊⺀,rdda
チ	jfv·丿𠂇,rdti
ヂ	jfvv·丿𠂇⺀,rddi
ッ	mvvv·ツ,rdtu
ツ	mvvv·ツ,rdtu
ヅ	mvv·ツ⺀,rddu
テ	htv·一丆,rdte
デ	htvv·一丆⺀,rdde
ト	lbbb·卜,rdto
ド	lvvb·卜⺀,rddo
ナ	fvvv·𠂇,rdna
ニ	zeee·二,rdni
ヌ	ayyy·又,rdnu
ネ	jsss·礻,rdne
ノ	jvvv·丿,rdno
ハ	abbb·八,rdha
バ	avvb·八⺀,rdba
パ	aovb·八〇,rdpa
ヒ	tbbb·匕,rdhi
ビ	tvvb·匕⺀,rdbi
ピ	tovb·匕〇,rdpi
フ	zvvv·㇇,rdhu
ブ	zvv·㇇⺀,rdbu
プ	zov·㇇〇,rdpu
ヘ	qvvv·乀,rdhe
ベ	qvv·乀⺀,rdbe
ペ	qov·乀〇,rdpe
ホ	kmmm·朩,rdho
ボ	kvvm·朩⺀,rdbo
ポ	kovm·朩〇,rdpo
マ	avvv·龴,rdma
ミ	cvvv·ミ,rdmi
ム	uvvv·厶,rdmu
メ	xvvv·㐅,rdme
モ	htq·一七,rdmo
ャ	ziv·乛丨,rdya
ヤ	ziv·乛丨,rdya
ュ	cvvv·ユ,rdyu
ユ	cvvv·ユ,rdyu
ョ	exxx·⺕,rdyo
ヨ	exxx·⺕,rdyo
ラ	hzv·一㇇,rdra
リ	nvvv·リ,rdri
ル	weee·儿,rdru
レ	lvvv·𠄌,rdre
ロ	okkk·口,rdro
ヮ	nmmm·冖,rdwa
ワ	nmmm·冖,rdwa
ヰ	civ·{反ユ}丨,rdwi
ヱ	mhvl·了一,rdwe
ヲ	zhv·㇇一,rdwo
ン	vbbb·冫,rdn
ヴ	mvvb·宀⺀,rdvu
ヵ	xlll·力,rdka
ヶ	ljvr·𠂉丿,rdke
ヷ	nvvm·冖⺀,rdva
ヸ	civv·{反ユ}丨⺀,rdvi
ヹ	mhvv·了一⺀,rdve
ヺ	zhvv·㇇一⺀,rdvo
ー	kcid,ecid
ヿ	zvvv·𠃍,zzrd,rdko
ㄅ	zzzy,zybo
ㄆ	zzzy,zypo
ㄇ	nvvv,zzzy,zymo
ㄈ	zzzy,zyfo
ㄉ	zzzy,zyde
ㄊ	tvvv,zzzy,zyte
ㄋ	zzzy,zyne
ㄌ	zzzy,zyle
ㄍ	zzzy,zyge
ㄎ	zzzy,zyke
ㄏ	zzzy,zyhe
ㄐ	zzzy,zyji
ㄑ	zzzy,zyqi
ㄒ	zzzy,zyxi
ㄓ	zzzy,zyzh
ㄔ	zzzy,zych
ㄕ	zzzy,zysh
ㄖ	zzzy,zyri
ㄗ	pjjj,zzzy,zyzi
ㄘ	zzzy,zyci
ㄙ	zzzy,zysi
ㄚ	zzzy,zya
ㄛ	zzzy,zyo
ㄜ	zzzy,zye
ㄝ	zzzy,zyeh
ㄞ	zzzy,zyai
ㄟ	zzzy,zyei
ㄠ	zzzy,zyao
ㄡ	zzzy,zyou
ㄢ	svvv,zzzy,zyan
ㄣ	lvvv,zzzy,zyen
ㄤ	zzzy,zyan
ㄥ	zzzy,zyen
ㄦ	zzzy,zyer
ㄧ	zzzy,zyi
ㄨ	zzzy,zyu
ㄩ	zzzy,zyyu
ㄪ	zzzy,zyv
ㄫ	zzzy,zyng
ㄬ	zzzy,zygn
ㄭ	zzzy,zyih
ㄱ	zvvv·𠃍
ㄲ	zzv·𠃍𠃍
ㄳ	zar·𠃍人
ㄴ	lvvv·𠃊
ㄵ	lkv·𠃊ㅈ
ㄶ	ljv·𠃊ㅎ
ㄷ	cvvv·匸
ㄸ	ccv·匸匸
ㄹ	zjjj·己
ㄺ	zzvj·己𠃍
ㄻ	zokj·己口
ㄼ	zuvj·己ㅂ
ㄽ	zarj·己人
ㄾ	zevj·己ㅌ
ㄿ	zhkv·己一䒑
ㅀ	zjvj·己ㅎ
ㅁ	okkk·口
ㅂ	uvvv·ㅂ
ㅃ	uuv·ㅂㅂ
ㅄ	uar·ㅂ人
ㅅ	arrr·人
ㅆ	mvvv·ㅆ
ㅇ	ovvv·〇
ㅈ	kvvv·ㅈ
ㅉ	kkv·ㅈㅈ
ㅊ	rvvv·ㅊ
ㅋ	fvvv·ㅋ
ㅌ	evvv·ㅌ
ㅍ	hkv·一䒑
ㅎ	jvvv·ㅎ
ㅏ	lvvv·⺊
ㅐ	nhv·〢一
ㅑ	kvvv·ㅑ
ㅒ	ovvv·ㅒ
ㅓ	lvvv·ㅓ
ㅔ	liv·ㅓ丨
ㅕ	zive·二丨
ㅖ	znve·二〢
ㅗ	yvvv·ㅗ
ㅘ	ylv·ㅗ⺊
ㅙ	yov·ㅗㅒ
ㅚ	yiv·ㅗ丨
ㅛ	uvvv·ㅛ
ㅜ	tvvv·丅
ㅝ	tlv·丅ㅓ
ㅞ	tliv·丅ㅓ丨
ㅟ	tiv·丅丨
ㅠ	hnv·一〢
ㅡ	hvvv·一
ㅢ	hiv·一丨
ㅣ	ivvv·丨
ㅥ	llv·𠃊𠃊
ㅦ	lcv·𠃊匸
ㅧ	lar·𠃊人
ㅨ	lav·𠃊Δ
ㅩ	zzar·己𠃍人
ㅪ	zcvj·己匸
ㅫ	zuar·己ㅂ人
ㅬ	zavj·己Δ
ㅭ	zhov·己一〇
ㅮ	ouvk·口ㅂ
ㅯ	oark·口人
ㅰ	oavk·口Δ
ㅱ	oovk·口〇,oiov·口丨〇
ㅲ	ozvk·口𠃍
ㅳ	ocvk·口匸
ㅴ	uazv·ㅂ人𠃍
ㅵ	uacv·ㅂ人匸
ㅶ	ukv·ㅂㅈ
ㅷ	uev·ㅂㅌ
ㅸ	uov·ㅂ〇,uiov·ㅂ丨〇
ㅹ	uuov·ㅂㅂ〇,uuio·ㅂㅂ丨〇
ㅺ	azvr·人𠃍
ㅻ	alvr·人𠃊
ㅼ	acvr·人匸
ㅽ	auvr·人ㅂ
ㅾ	akvr·人ㅈ
ㅿ	avvv·Δ
ㆀ	oov·〇〇,ioio·丨〇丨〇
ㆁ	iov·丨〇
ㆂ	ioar·丨〇人
ㆃ	ioav·丨〇Δ
ㆄ	hkov·一䒑〇,hkio·一䒑丨〇
ㆅ	jjv·ㅎㅎ
ㆆ	hov·一〇
ㆇ	ukv·ㅛㅑ
ㆈ	uov·ㅛㅒ
ㆉ	uiv·ㅛ丨
ㆊ	hnzi·一〢二丨
ㆋ	hnzn·一〢二〢
ㆌ	hniv·一〢丨
ㆍ	qvvv·丶
ㆎ	qiv·丶丨
㇀	hvvv·㇀
㇁	zvvv·㇁
㇂	lvvv·㇂
㇃	lvvv·㇂
㇄	lvvv·𠃊
㇅	zvvv·㇅
㇇	zvvv·㇇
㇈	zvvv·⺄
㇉	lvvv·㇉
㇊	zvvv·㇅
㇋	zvvv·㇋
㇌	zvvv·㇌
㇍	zvvv·㇅
㇎	zvvv·㇎
㇏	qvvv·㇏
㇘	zvvv·㇁
㇢	zvvv·㇁
㇣	ovvv·〇
㇥	lvvv·ㄣ
㇯	zzjg,vywk,cywk
ㇰ	hvvv·𠂊,rdku
ㇱ	csss·氵,rdsi
ㇲ	zvvv·ス,rdsu
ㇳ	lbbb·卜,rdto
ㇴ	ayyy·又,rdnu
ㇵ	abbb·八,rdha
ㇶ	tbbb·匕,rdhi
ㇷ	zvvv·㇇,rdhu
ㇸ	qvvv·乀,rdhe
ㇹ	kmmm·朩,rdho
ㇺ	uvvv·厶,rdmu
ㇻ	hzv·一㇇,rdra
ㇼ	nvvv·リ,rdri
ㇽ	weee·儿,rdru
ㇾ	lvvv·𠄌,rdre
ㇿ	okkk·口,rdro
㈠	fbhv
㈡	fbze
㈢	fbes
㈣	fbqs
㈤	fbtc
㈥	fbia
㈦	fbtq
㈧	fbab
㈨	fbxj
㈩	fbfs
㈪	zzkz
㈫	zzkz
㈬	zzkz
㈭	zzkz
㈮	zzkz
㈯	zzkz
㈰	zzkz
㈱	zzkz
㈲	zzkz
㈳	zzkz
㈴	zzkz
㈵	zzkz
㈶	zzkz
㈷	zzkz
㈸	zzkz
㈹	zzkz
㈺	zzkz
㈻	zzkz
㈼	zzkz
㈽	zzkz
㈾	zzkz
㈿	zzkz
㉀	zzkz
㉁	zzkz
㉂	zzkz
㉃	zzkz
㉿	zzts
㊀	qrhv
㊁	qrze
㊂	qres
㊃	qrqs
㊄	qrtc
㊅	qria
㊆	qrtq
㊇	qrab
㊈	qrxj
㊉	qrfs
㊊	zzqz
㊋	zzqz
㊌	zzqz
㊍	zzqz
㊎	zzqz
㊏	zzqz
㊐	zzqz
㊑	zzqz
㊒	zzqz
㊓	zzqz
㊔	zzqz
㊕	zzqz
㊖	zzqz
㊗	zzqz
㊘	zzqz
㊙	zzqz
㊚	zzqz
㊛	zzqz
㊜	zzqz
㊝	zzqz
㊞	zzqz
㊟	zzqz
㊠	zzqz
㊡	zzqz
㊢	zzqz
㊣	zzqz
㊤	zzqz
㊥	zzqz
㊦	zzqz
㊧	zzqz
㊨	zzqz
㊩	zzqz
㊪	zzqz
㊫	zzqz
㊬	zzqz
㊭	zzqz
㊮	zzqz
㊯	zzqz
㊰	zzqz
㋀	hvmy
㋁	zemy
㋂	esmy
㋃	qsmy
㋄	tcmy
㋅	iamy
㋆	tqmy
㋇	abmy
㋈	xjmy
㋉	fsmy
㋊	fhmy
㋋	fzmy
㍘	talo,ovlo,taim,ovim
㍙	hvlo,hvim
㍚	zelo,zeim
㍛	eslo,esim
㍜	qslo,qsim
㍝	tclo,tcim
㍞	ialo,iaim
㍟	tqlo,tqim
㍠	ablo,abim
㍡	xjlo,xjim
㍢	fslo,fsim
㍣	fhlo,fhim
㍤	fzlo,fzim
㍥	felo,feim
㍦	fqlo,fqim
㍧	ftlo,ftim
㍨	filo,fiim
㍩	ftlo,ftim
㍪	falo,faim
㍫	fxlo,fxim
㍬	zflo,zfim
㍭	zfhl,zfhi
㍮	zfzl,zfzi
㍯	zfel,zfei
㍰	zfql,zfqi
㏠	hvdr
㏡	zedr
㏢	esdr
㏣	qsdr
㏤	tcdr
㏥	iadr
㏦	tqdr
㏧	abdr
㏨	xjdr
㏩	fsdr
㏪	fhdr
㏫	fzdr
㏬	fedr
㏭	fqdr
㏮	ftdr
㏯	fidr
㏰	ftdr
㏱	fadr
㏲	fxdr
㏳	zfdr
㏴	zfhd
㏵	zfzd
㏶	zfed
㏷	zfqd
㏸	zftd
㏹	zfid
㏺	zftd
㏻	zfad
㏼	zfxd
㏽	efdr
㏾	efhd
㐀	xhvc·卝一
㐁	hqar·一囗人
㐂	tttq·七{切左}七
㐃	aiv·Δ丨
㐄	civ·匸丨
㐅	xvvv·㐅
㐆	pzv·{㐆上}𠃌
㐇	xzvj·九乙
㐈	jqzv·丿乀乙
㐉	tzvd·丁乙
㐊	yzvs·士乙
㐋	yzvt·土乙
㐌	lpyr·𠂉也
㐍	ezvz·爫乙
㐎	jzvw·文乙
㐏	tczv·丅ユ乙
㐐	dazv·女又乙
㐑	dvzv·夂⺀乙
㐒	pozv·刀口乙
㐓	tozv·丁口乙
㐔	jzv·{享上}乙
㐕	qzvy·由乙
㐖	yolv·士口乚
㐗	ytzv·耂匕乙
㐘	xzvm·米乙
㐙	hgzv·一{壴下}乙
㐚	tcoz·丅ユ口乙
㐛	vfoz·亻𠂇口乙
㐜	fxqx·{于下}{冫く}丶九
㐝	fhoz·扌勹口乙
㐞	szvq·其乙
㐟	xzvf·非乙
㐠	ezlz·爫子乚乙
㐡	xtrd·九而大
㐢	cezz·氵爫子乙
㐣	jfzv·广車乙
㐤	xfba·九十{具上}八
㐥	abxz·釒且力乙
㐦	usiz·{臼}丂丨八手乙,usjz·{臼}丂丿八手乙
㐧	qzij·丶乛亅丿
㐨	azii·龴乛亅龴乛亅
㐩	ssjj·井井
㐪	iuqv·亠{艸左}㇏,iuar·亠凵人,ruvd·大凵
㐫	juvw·文凵
㐬	iuxv·亠厶{巟下}
㐭	iqok·亠囗口
㐮	iasc·亠八{冓上}𧘇
㐯	jokd·{享上}口禾日
㐰	vokr·亻口
㐱	amvr·人彡
㐲	vrdr·亻大
㐳	vwwr·亻兀
㐴	vdxr·亻夕
㐵	vhfv·亻一{于下}
㐶	vpsr·亻巳
㐷	vsmr·亻马
㐸	vrqr·亻欠
㐹	vlqr·亻气
㐺	vvar·亻亻人
㐻	vnar·亻冂人,vnjq·亻冂丿乀
㐼	vjhc·亻丿廾
㐽	vwxv·亻⺇㐅
㐾	vhww·亻一兀
㐿	vfsr·亻手
㑀	vrqv·亻大丶
㑁	vuuv·亻屮凵
㑂	vhna·亻一冂人
㑃	vwxl·亻幺力
㑄	vdmr·亻母
㑅	vllh·亻𠂉⺊一
㑆	vowe·亻口儿
㑇	vhex·亻⺈⺕
㑈	vtxx·亻{东上}小
㑉	vwhd·亻⺇一夕
㑊	vimv·亻亠{亦下}
㑋	vdnv·亻日〢
㑌	vcew·亻匚王
㑍	vzkm·亻二木,vjkw·亻丿未
㑎	vmus·亻巛山
㑏	vmfc·亻宀寸
㑐	vlhx·亻⺊一小
㑑	vbzr·亻自
㑒	aoar·亼口人
㑓	vufa·亻厶𠂇又
㑔	vtyr·亻页
㑕	vudx·亻山夕
㑖	vvfz·亻亻中
㑗	vrsr·亻身
㑘	vghc·亻戈廾
㑙	vslv·亻耳乚
㑚	vzfp·亻𠃌{龵下}阝
㑛	vkok·亻木口
㑜	vfjj·亻扌斤
㑝	vehc·亻王廾
㑞	vrhc·亻火廾
㑟	vvia·亻{亻}工八
㑠	vnay·亻〢又土
㑡	vppj·亻{即左}卩
㑢	vyup·亻土厶卩
㑣	vkkm·亻木木
㑤	vhqt·亻艹田
㑥	vdhn·亻日勹{丿丿}
㑦	vprq·亻户犬
㑧	vkzz·亻禾子
㑨	volr·亻口𠂉大
㑩	vqdx·亻罒夕
㑪	vjov·亻文{斉下}
㑫	vazu·亻亽㇇心
㑬	vdbg·亻女古
㑭	vqhn·亻田一{丿丨}
㑮	vnfj·亻冖車
㑯	vbyr·亻頁
㑰	vygv·亻彑{豕下}
㑱	vrkm·亻矛木
㑲	vfnf·亻十冂䒑十
㑳	vhuu·亻勹{艸左}勹{艸左}
㑴	vena·亻⺕冖巾又
㑵	vjlr·亻疒𠂉大
㑶	vlxm·亻气米
㑷	vumt·亻厶⺝匕匕
㑸	vbto·亻古丁口
㑹	aqdr·亼由日
㑺	vezj·亻隹𠄎丿
㑻	vmuu·亻宀心丿山
㑼	vqdo·亻田夂口
㑽	vxny·亻⺌冖口土
㑾	vdjy·亻{炙上}言
㑿	vmdk·亻巛日木
㒀	vinb·亻{立上}冂古
㒁	vqyf·亻囗土䒑十
㒂	vhyd·亻艹耂日
㒃	vgzb·亻弋二貝
㒄	vdrm·亻{炙上}犬灬
㒅	vidc·亻亠夕夕𧘇
㒆	vaoe·亻亼口习习
㒇	vlsm·亻𠂉{無中}灬
㒈	vzsd·亻𠃍耳攵,vtsd·亻丅耳攵
㒉	vxnk·亻⺌冖口木
㒊	vpqy·亻刀丶刀丶止止
㒋	vsjj·亻其斤
㒌	vrrw·亻火火冖几
㒍	vuuw·亻厶厶厶糸
㒎	vhrx·亻一大非
㒏	vmsv·亻宀{冓上}八⺀
㒐	vkhd·亻⺮勹日
㒑	vcce·亻匚氵隹
㒒	vukk·亻业䒑未
㒓	vyyl·亻土羊辶
㒔	vqhg·亻罒勹虫
㒕	viwe·亻亠乡隹
㒖	vhdm·亻艹日{禺下}
㒗	vhzc·亻卄二冖至
㒘	vcai·亻臣又立
㒙	vwbe·亻糹白巾
㒚	veiu·亻爫工⺕心
㒛	veee·亻习习隹
㒜	vusa·亻{臼}丂丨八
㒝	vhqa·亻艹罒戈人,vxqa·亻卝罒戈人
㒞	vuem·亻山隹{雋下}
㒟	viec·亻亠馬𧘇
㒠	vldh·亻⺊夕又非一
㒡	velw·亻爫𠂉十凵丿糸,vdlw·亻{炙上}𠂉十凵丿糸
㒢	vaoh·亻亼口口口冂卄
㒣	vjvu·亻广亻隹心
㒤	vsss·亻耳耳耳
㒥	vufg·亻山丰丰一{壴下}
㒦	vqqy·亻田田田土
㒧	vjue·亻文凵冂厶隹
㒨	vxqp·亻⺽{囟框}㐅大巳,vxjp·亻⺽丿同大巳
㒩	vygg·亻彑{豕下}虫虫
㒪	accg·人臣臣止豕
㒫	ewe·{㒫上}儿
㒬	hwew·一兀王
㒭	owow·口儿口儿
㒮	hwgs·一兀豕
㒯	xwhs·⺌兀艹干龷
㒰	jqig·丿乀工
㒱	jqdx·丿乀夕
㒲	jqdr·丿乀日
㒳	nijq·冂丨丿乀丿乀
㒴	jquu·丿乀屮凵
㒵	babb·白八
㒶	abbb·八白
㒷	naha·冂人一八
㒸	vgs·丷豕
㒹	fbaa·十{具上}八十{具上}八,fbha·十目一八十目一八
㒺	nkal·冂䒑人𠃊
㒻	nzbx·冂二見
㒼	sejq·廿巾丿乀丿乀
㒽	nzrp·冂二龹㔾
㒾	nzip·冂二方𠂉也
㒿	nzje·冂二文凵冂厶隹
㓀	nlbm·冖卜
㓁	nabm·冖八,nwem·冖儿
㓂	nhwd·冖一兀女
㓃	njjt·冖訁丿七
㓄	uuuw·厶厶厶人彡冖儿
㓅	vtdb·冫丁
㓆	vatb·冫人匕
㓇	vjrd·冫丿大
㓈	vtsb·冫石
㓉	vbsb·冫舌
㓊	vntb·冫同
㓋	vsab·冫龷八
㓌	vaew·冫人王,vjqe·冫丿乀王
㓍	viuw·冫亠厶儿
㓎	vena·冫⺕冖又
㓏	vnao·冫冂八口,vnwo·冫冂儿口
㓐	vyay·冫土八土,vywy·冫土儿土
㓑	vykf·冫土䒑十
㓒	vtaq·冫七人小丶
㓓	vfnf·冫十冂䒑十
㓔	vrfc·冫身寸
㓕	vgjr·冫戈丿一火
㓖	vdsf·冫日龷十,vqsf·冫田龷十
㓗	vfpw·冫丰刀糸
㓘	whdq·⺇一夕王丶,whde·⺇一{炙上}王
㓙	juvw·文凵
㓚	indg·工刂
㓛	ipdg·工刀
㓜	wpdy·幺刀
㓝	sndj·井刂
㓞	fpdf·丰刀
㓟	rndp·皮刂
㓠	lond·⺊口刂
㓡	lfun·𠂉十凵刂
㓢	dond·夂口刂
㓣	aond·亼口刂
㓤	yond·士口刂
㓥	xend·⺌⺕刂
㓦	tdnd·丆日刂
㓧	azon·亽㇇口刂
㓨	raan·大人人刂
㓩	hndj·角刂
㓪	qppd·丶{即左}刀
㓫	rhhn·大一廾刂
㓬	rpnd·龹刀刂
㓭	dhnd·日匃刂
㓮	nyon·⺆土口刂
㓯	mqnd·巛田刂
㓰	hqun·一由凵刂
㓱	amnn·亼⺝刂刂
㓲	pnhn·户冂卄刂
㓳	dhyn·日一龰刂
㓴	trnd·而大刂
㓵	oohn·口口一丂刂
㓶	fprn·丰刀大刂
㓷	bknd·自木刂
㓸	und·{斲左}刂
㓹	jrrn·厂火火刂
㓺	jjnd·虍文刂
㓻	qhyn·罒一止刂
㓼	kaxn·木人氺刂
㓽	umzn·山宀示刂
㓾	pxln·尸氺牛刂
㓿	kaxn·禾人氺刂
㔀	djxn·日{享上}小刂
㔁	xhgn·癶一{壴下}刂
㔂	xdcn·米夕匸丨刂
㔃	whpp·糹⺈巴刀,wppp·糹刀巴刀
㔄	sxnd·覀米刂
㔅	eixn·⺕丨{淵右}刂
㔆	cwcn·匸儿匸儿日刂
㔇	xmwn·癶弓殳刂
㔈	hxnd·艹非刂
㔉	pjon·尸丿口{禺下}刂
㔊	iqon·亠囗口日一刂
㔋	ckqn·臣{⺮半}皿刂,clhn·臣𠂉一皿刂
㔌	sajn·耳又丿{乑下}刂,savn·耳又亻人人刂
㔍	kbhn·⺮目廾刂
㔎	ujbp·{艸左}丿㠯辛刀
㔏	tttn·石石石刂
㔐	khxn·⺮一非一刂
㔑	hjbp·艹丿㠯辛刀
㔒	uenn·山隹冂八口刂
㔓	fxlq·千力
㔔	xoov·力口〇
㔕	lxlq·气力
㔖	xozv·力口𠃍
㔗	mnxl·弓{丿丨}力
㔘	uuxl·屮凵力
㔙	khxl·䒑廾力
㔚	bxls·舌力
㔛	yoxl·士口力
㔜	ezxl·爫子力
㔝	hejx·一巾丿乀丿乀力
㔞	fktx·千丬匕力
㔟	lxxl·生丸力
㔠	dhxl·日匃力
㔡	qxtx·{囟框}㐅{比左}{比左}力
㔢	whpx·糹⺈巴力,wppx·糹刀巴力
㔣	qqqx·田田田力
㔤	mjxx·宀丿米田力
㔥	qumx·罒厶⺝匕匕力
㔦	yqqx·⺶㇏丶艮力,yahx·⺷八一艮力
㔧	jqqx·虍田皿力
㔨	hktm·勹丬匕⺝
㔩	hyuq·勹土厶皿
㔪	hlqm·勹⺊囗㐅{四点}
㔫	ftb·𠂇匕
㔬	tdzb·匕早
㔭	tdhy·{比左}日一龰
㔮	sort·廿口夫厶⺝匕匕
㔯	cwok·匚几口,caok·匚八口
㔰	cdlb·匚夕卜
㔱	cuar·匚臼人
㔲	capx·匚亽{即左}九
㔳	capw·匚亽{即左}几
㔴	cqsa·匚田龷八
㔵	cppa·匚巳巳龷八
㔶	cidb·匚立早夂工貝
㔷	chna·匚一冂人
㔸	cjjw·匚⺁虍几
㔹	fxls·十力
㔺	fflv·十十乚,ftfs·十七十
㔻	tfsb·不十
㔼	fefs·扌隹十
㔽	lqok·⺊囗口
㔾	pvvv·㔾
㔿	huv·一丩
㕀	qpvy·由㔾
㕁	xfup·㐅𠂇厶卩
㕂	jazv·厂亽㇇
㕃	jhhc·厂一廾
㕄	jhwy·厂一幺
㕅	jqjc·厂甲
㕆	jbgc·厂古
㕇	jilc·厂立
㕈	jicv·厂亠𧘇
㕉	jaok·厂亼口
㕊	jfpc·厂甫
㕋	jajc·厂金
㕌	jdhf·厂日一寸
㕍	jevc·厂隹
㕎	jyuq·厂土厶皿
㕏	jhgf·厂一{壴下}⺀十
㕐	juhm·厂臼勹灬,jxhm·厂⺽勹灬
㕑	jygf·厂士{壴下}寸
㕒	jygw·厂⺷我
㕓	jimy·厂{黑上}灬土
㕔	jseu·厂耳王十罒一心
㕕	uuv·厶厶
㕖	uuuk·厶厶厶木
㕗	yhqu·⺷𠂊㇏厶
㕘	uuux·厶厶厶人小
㕙	uadq·厶八夊⺈口儿丶,uwdq·厶儿夊⺈口儿丶
㕚	avvy·又{丶丶}
