字符,拆分
𫣯,亻口木刂
𫣰,亻申爫夂
𫣱,亻户冂之
𫣲,亻十人貝
𫣳,亻木木
𫣴,亻臣又貝
𫣵,亻乙丶八
𫣶,亻⺧口非
𫣷,亻宀艹丶
𫣸,亻丷士
𫣹,亼口丿口
𫣺,亻龶月丨
𫣻,亻木口貝
𫣼,亻⻗木木
𫣽,亼口皿开
𫣾,亻丨一灬
𫣿,罒貝人丶
𫤀,亻山自貝
𫤁,亻尚十
𫤂,亻⺽冂八
𫤃,亻尸口土
𫤄,亻吏扌隹
𫤅,亻木口系
𫤆,亼米口又
𫤇,亻罒一辶
𫤈,亻谷彐辶
𫤉,亻匕頁
𫤊,一口田田
𫤋,言五口卬
𫤌,亻亚丿攵
𫤍,人王言艹
𫤎,亻匕頁止
𫤏,亻匕頁辶
𫤐,亻亼人
𫤑,亻户冂又
𫤒,亻匕頁木
𫤓,亻匕頁辶
𫤔,亻火火鳥
𫤕,亻匕頁示
𫤖,亻山吅攵
𫤗,冂一乙儿
𫤘,丿罒儿
𫤙,二儿宀匕
𫤚,⺎亽龴
𫤛,丷口儿丨
𫤜,口儿丷丿
𫤝,由一乙儿
𫤞,二儿首
𫤟,口儿白王
𫤠,⺧儿日匕
𫤡,⺎田糸
𫤢,⺧儿立生
𫤣,土土土口
𫤤,⺎亽刂
𫤥,⺎日隹
𫤦,⺎土⺎
𫤧,一丨西儿
𫤨,⺎日十
𫤩,冂人彐夕
𫤪,人王人王
𫤫,八一丨乙
𫤬,
𫤭,乂一八
𫤮,八⺽丨
𫤯,厶大彡八
𫤰,一乙八
𫤱,其乙二丨
𫤲,八口十回
𫤳,丷白末
𫤴,其立早
𫤵,爿片子八
𫤶,立戈日八
𫤷,冂丷一厶
𫤸,冖一冂儿
𫤹,冖厂二
𫤺,冖亽乙口
𫤻,冖罒一
𫤼,冖爫罒寸
𫤽,冖立早贝
𫤾,冫乙
𫤿,冫于
𫥀,冫一巾
𫥁,冫斤
𫥂,冫月
𫥃,冫彐丿
𫥄,冫⺊口
𫥅,冫冂大
𫥆,冫丶乙
𫥇,冫丶水
𫥈,冫刀口
𫥉,冫匕日
𫥊,冫⺈厂㔾
𫥋,冫彐
𫥌,冫王廾
𫥍,冫亚丿
𫥎,免⺀
𫥏,冫木攵
𫥐,冫旦寸
𫥑,冫木口刂
𫥒,冫⺊冂大
𫥓,冫亼月刂
𫥔,冫亲
𫥕,冫亽龴甘
𫥖,冫亽龴卜
𫥗,冫匕矢欠
𫥘,冫亽龴口
𫥙,冫壴寸
𫥚,冫⺊夕米
𫥛,冫品木
𫥜,冫亽龴十
𫥝,冫亲目儿
𫥞,几一巾
𫥟,几一女
𫥠,丿几土
𫥡,匕白匕几
𫥢,土白匕几
𫥣,丷一彐几
𫥤,屮凵一人
𫥥,㐫尸丶⺀
𫥦,乙西一凵
𫥧,屮凵罒乙
𫥨,罒大屮凵
𫥩,㐫五口
𫥪,㐫二八
𫥫,尸一厶凵
𫥬,屮凵艹早
𫥭,氵廿巾凵
𫥮,㐫冂一八
𫥯,尸丶一毛
𫥰,刀大
𫥱,刀子
𫥲,大丶刀
𫥳,厂力刂
𫥴,巴刀
𫥵,厂万刂
𫥶,干丷刂
𫥷,凸刂
𫥸,刀⺊口
𫥹,大刂
𫥺,业刂
𫥻,刂亽龴
𫥼,亚刂
𫥽,丿大刂
𫥾,米刂
𫥿,六乂刀
𫦀,豕刂
𫦁,贝刂
𫦂,刂
𫦃,大十廾刂
𫦄,宀且刂
𫦅,彐小刂
𫦆,人人且刂
𫦇,八刀氵乙
𫦈,亠人人丶
𫦉,米女刂
𫦊,立日刂
𫦋,丬夕寸刀
𫦌,纟⺈巴刀
𫦍,丆目大刀
𫦎,糸刂
𫦏,亼口手刂
𫦐,宀儿日刂
𫦑,⺷灬刀
𫦒,弓丨刂
𫦓,方矢刀
𫦔,爿寸刀
𫦕,艹冖缶刂
𫦖,业丶刂
𫦗,夕夕夕刂
𫦘,⺈四儿刀
𫦙,丿大口刂
𫦚,艹一口刂
𫦛,⺊囗人刂
𫦜,木木亠刂
𫦝,一冂刂
𫦞,立月一刂
𫦟,人人戈刂
𫦠,屮一䶹刂
𫦡,日日日刂
𫦢,石亠人刂
𫦣,㡀攵黽刂
𫦤,力一
𫦥,力口一
𫦦,工力
𫦧,力丿之
𫦨,米力
𫦩,两力
𫦪,口月力
𫦫,力田
𫦬,九且力
𫦭,力丶彐
𫦮,其力
𫦯,木木力
𫦰,艹冖力力
𫦱,日⺆冫力
𫦲,口目力
𫦳,纟⺈巴力
𫦴,日⺎力
𫦵,宀丁且力
𫦶,田力耂匕
𫦷,禾冫欠力
𫦸,火火冖力
𫦹,力口力口
𫦺,厶大亻力
𫦻,田力匕白
𫦼,羽隹力
𫦽,堇力生
𫦾,⺽乂乂力
𫦿,千日二力
𫧀,勹土
𫧁,勹丨
𫧂,⺧口勹丶
𫧃,勿人云
𫧄,勹月丷天
𫧅,勹母糸
𫧆,勹广彐糸
𫧇,匕匕
𫧈,其乙匕
𫧉,⺈口匕匕
𫧊,缶系匕
𫧋,匚凵
𫧌,匚一乙丶
𫧍,匚日
𫧎,匚止
𫧏,匚人人
𫧐,匚目
𫧑,匚二日
𫧒,匚冂口
𫧓,匚甫
𫧔,亡爿士
𫧕,匚矢口儿
𫧖,匚龷由八
𫧗,匚亼口吅
𫧘,匚牛罒大
𫧙,匚烏于
𫧚,匚宀三夫
𫧛,匚耳耳大
𫧜,匚品土也
𫧝,匚立早貝
𫧞,女又十
𫧟,丷二丨已
𫧠,幺幺十
𫧡,古三丨
𫧢,千千千
𫧣,十冂丷丨
𫧤,十寸
𫧥,十廿巾丶
𫧦,亠幺丨
𫧧,車辶丿廾
𫧨,十十十儿
𫧩,十早日皿
𫧪,丿廾囗
𫧫,糸乙口
𫧬,十言日
𫧭,十早品木
𫧮,三丿又卜
𫧯,⺊口冂人
𫧰,卜虍几
𫧱,上卜古儿
𫧲,上卜宀厶
𫧳,上卜戈一
𫧴,⺊口又又
𫧵,上卜耳阝
𫧶,上卜立儿
𫧷,⺊囗人丿
𫧸,⺊貝癶豆
𫧹,一丨卩
𫧺,千一卩
𫧻,丿亼卩
𫧼,卯丶丶乙
𫧽,一幺幺卩
𫧾,卯丶丶士
𫧿,卯丶丶头
𫨀,爫罒彐卩
𫨁,亡口月卩
𫨂,厂巾
𫨃,厂未
𫨄,厂厶廾
𫨅,厂丆日
𫨆,厂夫丷
𫨇,厂羊
𫨈,厂火又
𫨉,厂日巾
𫨊,厂谷
𫨋,厂尚
𫨌,厂頁
𫨍,厂田斤
𫨎,厂人丿戈
𫨏,厂立日
𫨐,厂厶口火
𫨑,厂馬
𫨒,厂古口又
𫨓,厂吕巴
𫨔,厂千丬二
𫨕,厂舟几又
𫨖,厂乂刂
𫨗,厂子子日
𫨘,厂吅冂艹
𫨙,厂爫幺丶
𫨚,厂立口阝
𫨛,厂糹冂口
𫨜,厂飠欠
𫨝,厂衣口巾
𫨞,厂止田止
𫨟,厂子子日
𫨠,厂土广丨
𫨡,厂虍隹
𫨢,厂幺月三
𫨣,厂亠丨
𫨤,厂木木日
𫨥,厂日月米
𫨦,厶卜
𫨧,厶女乙一
𫨨,一日乂厶
𫨩,厶口匕匕
𫨪,厶女乙口
𫨫,厶⺊貝
𫨬,土厶木人
𫨭,土厶日勿
𫨮,土厶亼古
𫨯,土厶非心
𫨰,非心土厶
𫨱,业丶厶
𫨲,一乙又
𫨳,⺆亠又
𫨴,未又
𫨵,戊又
𫨶,且又
𫨷,白又
𫨸,矢又
𫨹,又又匚儿
𫨺,士心又
𫨻,丨二又
𫨼,匚人丨又
𫨽,木日又
𫨾,厂土土又
𫨿,子又
𫩀,木示又
𫩁,夕一又
𫩂,日又
𫩃,乙丿白又
𫩄,丩又
𫩅,又又亠十
𫩆,王日土又
𫩇,隹子又
𫩈,十罒一又
𫩉,礻乙耳又
𫩊,彐丿口又
𫩋,龷八巾丶
𫩌,口巴口又
𫩍,⺁又⻗田
𫩎,言亼冂又
𫩏,囗丨
𫩐,口一乙
𫩑,丆囗
𫩒,口巾
𫩓,口丿几
𫩔,口亡
𫩕,口广
𫩖,口门
𫩗,口又丶
𫩘,口中
𫩙,吕乙
𫩚,口冂乂
𫩛,口人人
𫩜,口爪
𫩝,口之
𫩞,厶口乙一
𫩟,口工一乙
𫩠,冖口
𫩡,口丬匕
𫩢,口史
𫩣,冂大口
𫩤,口业
𫩥,口丨日
𫩦,口冂一乙
𫩧,亽龴口
𫩨,夕㔾口
𫩩,口⺈彐
𫩪,口丷三
𫩫,口厂犬
𫩬,三丨刀口
𫩭,口早
𫩮,口虫
𫩯,口山己
𫩰,口⺀十
𫩱,口⺧儿
𫩲,口𠂋
𫩳,口亻丶丶
𫩴,口乃木
𫩵,口礻乙
𫩶,礻乙口
𫩷,口㐫
𫩸,口力辶
𫩹,口糸
𫩺,口尸丶⺀
𫩻,力力力口
𫩼,子子口
𫩽,口扌亠几
𫩾,口扌⺁又
𫩿,口扌丁丶
𫪀,口寸辶
𫪁,口未丷
𫪂,口亚丿
𫪃,口一冂丶
𫪄,口又土
𫪅,口日寸
𫪆,口由一乙
𫪇,口山王
𫪈,口系
𫪉,口八口八
𫪊,史史
𫪋,丿扌戈口
𫪌,口氵冖几
𫪍,口氵心
𫪎,口忄人
𫪏,口氵勿
𫪐,口尸乙口
𫪑,口子贝
𫪒,口木⺁又
𫪓,口丆回
𫪔,古歹匕
𫪕,口一乙儿
𫪖,口大丷乙
𫪗,口一弋止
𫪘,口匚乂欠
𫪙,三丨三口
𫪚,口车斤
𫪛,口
𫪜,口艹亽乙
𫪝,口艹八刀
𫪞,口甲口
𫪟,吅乂口
𫪠,吅冖尸
𫪡,吅冂艹
𫪢,口亻宀女
𫪣,𠂋口亻
𫪤,口丷夫刀
𫪥,口亻夕夕
𫪦,口矢口
𫪧,口木
𫪨,口儿⺎
𫪩,口八月
𫪪,口⺁十贝
𫪫,口八月
𫪬,口氵亽龴
𫪭,口广氏丶
𫪮,亠回口
𫪯,口彐月丨
𫪰,口女母
𫪱,口而女
𫪲,口木一人
𫪳,口工月
𫪴,口石水
𫪵,口扌龷八
𫪶,口扌穴乙
𫪷,口扌米
𫪸,五口四
𫪹,王廾古
𫪺,口艹丨巾
𫪻,口山虫
𫪼,口白辶
𫪽,口钅欠
𫪾,口乙丶
𫪿,口氵亻牛
𫫀,口立口丨
𫫁,口飞丿飞
𫫂,口子亥
𫫃,口扌厶矢
𫫄,口扌大人
𫫅,口丨王丨
𫫆,口馬中
𫫇,口亚心
𫫈,止亼口
𫫉,口缶欠
𫫊,口隹又
𫫋,口冖木木
𫫌,立口刀口
𫫍,口穴目
𫫎,火火乂口
𫫏,口火页
𫫐,氵丶彐口
𫫑,口力亠十
𫫒,口彐土日
𫫓,口扌广口
𫫔,口扌土卜
𫫕,口木手廴
𫫖,口亜心
𫫗,口不貝
𫫘,不口不口
𫫙,口匕矢欠
𫫚,口艹亽口
𫫛,口艹西一
𫫜,口犭龶月
𫫝,口白
𫫞,舌亽乙心
𫫟,口禾乃辶
𫫠,口宀亻日
𫫡,口广大电
𫫢,口衤皮
𫫣,口亠幺牛
𫫤,口户口攵
𫫥,口氵宀示
𫫦,口门⺈臼
𫫧,口弓
𫫨,口王亠王
𫫩,口王小
𫫪,石厂二口
𫫫,口丆月夂
𫫬,口士示欠
𫫭,口門开
𫫮,口尚手
𫫯,口犭艹田
𫫰,口爫冖㐄
𫫱,口虫
𫫲,口金屯
𫫳,口穴耂子
𫫴,口糹儿
𫫵,口尸米女
𫫶,口扌田
𫫷,口戈戈皿
𫫸,革亻口
𫫹,天口立彡
𫫺,口耳由乙
𫫻,口艹宀日
𫫼,口罒大电
𫫽,⺊冖一土
𫫾,口止页
𫫿,口金亽龴
𫬀,口身几木
𫬁,⺽一乙口
𫬂,口氵田
𫬃,口言舌
𫬄,口衣八
𫬅,广口
𫬆,口火頁
𫬇,口馬乂乂
𫬈,口扌巛木
𫬉,口艹月刂
𫬊,口貝尸口
𫬋,吅一丨
𫬌,吅冖⺈匕
𫬍,口非衣
𫬎,舌㐫禸
𫬏,口广羽彡
𫬐,口宀贝
𫬑,刀口爫灬
𫬒,口扌龷攵
𫬓,口扌火力
𫬔,士口士口
𫬕,口木犭日
𫬖,口貝
𫬗,口虫又
𫬘,口罒厶匕
𫬙,口贝衣口
𫬚,口鳥攵
𫬛,口言子
𫬜,口扌人禸
𫬝,口⻗立女
𫬞,口西一生
𫬟,口十页
𫬠,口臣儿
𫬡,口貝艹大
𫬢,吅犬冂口
𫬣,吅犬目少
𫬤,口月弋八
𫬥,口魚禾
𫬦,口亻士寸
𫬧,口巾
𫬨,口火火缶
𫬩,亠丷冂廾
𫬪,亠乂口㐄
𫬫,彑巾口
𫬬,口扌亠二
𫬭,口車宀口
𫬮,五口石十
𫬯,二乙古乙
𫬰,吅冖⺈
𫬱,口艹日辶
𫬲,吅虍几吅
𫬳,禾衣口口
𫬴,⺽木木口
𫬵,口氵亠二
𫬶,口扌巛
𫬷,口馬大口
𫬸,壴口一田
𫬹,口一八丶
𫬺,口艹句言
𫬻,口目目又
𫬼,口⺈用虫
𫬽,吕爫龴吕
𫬾,口金十王
𫬿,口火火鳥
𫭀,口臣金
𫭁,口⻗厂止
𫭂,囗十
𫭃,囗冖儿
𫭄,龴囗匕
𫭅,囗扌厶
𫭆,囗未
𫭇,囗丨子
𫭈,囗勹日
𫭉,囗亽乙口
𫭊,囗宀厶
𫭋,囗止止
𫭌,囗臼人
𫭍,囗旦勿
𫭎,囗丿口⽱
𫭏,囗立日
𫭐,回口
𫭑,囗木人夂
𫭒,囗丷一冂
𫭓,囗豸舟
𫭔,囗王丶口
𫭕,亼冂艹貝
𫭖,土乙
𫭗,土八
𫭘,土卩
𫭙,土口
𫭚,土小
𫭛,土天
𫭜,土廾丨
𫭝,土夫
𫭞,土二乙丶
𫭟,土匚乂
𫭠,止土
𫭡,土片
𫭢,土人匕
𫭣,丿丿⺀土
𫭤,土乙二丿
𫭥,土未
𫭦,土口力
𫭧,土乃子
𫭨,土发
𫭩,土也土
𫭪,土⺎
𫭫,土弋工
𫭬,⺊日土
𫭭,土囗艹
𫭮,土贝刂
𫭯,土彐寸
𫭰,土士心
𫭱,土而一
𫭲,土亚丿
𫭳,土土乙丨
𫭴,禾刂土
𫭵,土忄乙土
𫭶,冫亽龴土
𫭷,土言
𫭸,土了
𫭹,阝土
𫭺,土尸土丶
𫭻,土己心
𫭼,土艹冖力
𫭽,土罒夕
𫭾,土金
𫭿,人人土匕
𫮀,土⺆土口
𫮁,土宀示
𫮂,土广由
𫮃,土丷
𫮄,阝丁口土
𫮅,土厶大彡
𫮆,土古攵
𫮇,土石人人
𫮈,土厂日土
𫮉,士艹干丷
𫮊,土爫二夂
𫮋,夕卜人土
𫮌,土冖几
𫮍,土立口丨
𫮎,土亠日小
𫮏,氵⺁土
𫮐,土首
𫮑,土彐二廴
𫮒,土石皮
𫮓,土戈口一
𫮔,土禾
𫮕,土日戊乙
𫮖,土亻彐山
𫮗,土月丷天
𫮘,土隹刂
𫮙,土亻月月
𫮚,土冖木木
𫮛,土八土土
𫮜,未丷犬土
𫮝,土艹甫
𫮞,土山日匕
𫮟,谷欠土
𫮠,土舟皿
𫮡,土氵火火
𫮢,土龴用辶
𫮣,耳又人土
𫮤,艹氵⺊土
𫮥,土隹乃丶
𫮦,土非心
𫮧,土⺈口
𫮨,土土寸
𫮩,⺽冂土土
𫮪,土穴口人
𫮫,土丷夫糸
𫮬,土弓口虫
𫮭,堇丁口
𫮮,土艹日⽱
𫮯,亻寸土
𫮰,土土人囬
𫮱,其土ヰ
𫮲,土艹日土
𫮳,口巴口土
𫮴,土火火木
𫮵,土尸氺㐄
𫮶,土土吅回
𫮷,土日土口
𫮸,糹厂日土
𫮹,土艹大小
𫮺,宀工口土
𫮻,予⺈口土
𫮼,土尸氺辶
𫮽,土艹土回
𫮾,土艹隹日
𫮿,土山厂攵
𫯀,虫虫虫土
𫯁,士冖一口
𫯂,士冖一子
𫯃,士冖田龰
𫯄,方方士士
𫯅,士尸丨弓
𫯆,冂一口丨
𫯇,士尸丨辶
𫯈,士冖豆谷
𫯉,士冖丨十
𫯊,甘木攵力
𫯋,母夂
𫯌,亠业夂
𫯍,夕夕丁
𫯎,夂母
𫯏,大弓夕卜
𫯐,夕夕本
𫯑,其乙夕
𫯒,夕夕农
𫯓,木人人夕
𫯔,其夕夕
𫯕,厂二卜
𫯖,夕夕丷辶
𫯗,夕夕氵月
𫯘,其夕夕夕
𫯙,夕夕立
𫯚,夕夕
𫯛,丿大
𫯜,大巾
𫯝,⺊二大
𫯞,大中
𫯟,大丷一丨
𫯠,㐄
𫯡,大干丷
𫯢,大戉
𫯣,大寸于
𫯤,夫古
𫯥,大山夕
𫯦,大豕
𫯧,大亻二
𫯨,尸毛天
𫯩,大十廾天
𫯪,大夫
𫯫,大一口田
𫯬,天日匕匕
𫯭,大旦勿
𫯮,大川页
𫯯,大丷一巳
𫯰,夫千日二
𫯱,⺊冂米大
𫯲,且力大弓
𫯳,千日二夫
𫯴,大龴囗干
𫯵,大立口阝
𫯶,大氵米
𫯷,屰大戉
𫯸,天穴厶心
𫯹,木歹木大
𫯺,耳耳大
𫯻,大山戌
𫯼,大糹糸
𫯽,大丁口日
𫯾,大镸亼口
𫯿,夫門开
𫰀,幺車幺大
𫰁,方其大
𫰂,大耂日
𫰃,大人人八
𫰄,爫幺大口
𫰅,艹魚禾大
𫰆,女乙
𫰇,女厶
𫰈,女下
𫰉,女几丶
𫰊,巛女
𫰋,女犬
𫰌,女五
𫰍,女二乙丨
𫰎,女牙
𫰏,女止
𫰐,又女
𫰑,女欠
𫰒,女月
𫰓,女九十
𫰔,女牛
𫰕,女亻乃
𫰖,女水
𫰗,一冂女
𫰘,女千刂
𫰙,女亻千
𫰚,女又口
𫰛,女ス工
𫰜,女大大
𫰝,女一冂土
𫰞,女歹刂
𫰟,女二
𫰠,女彐
𫰡,女亻十
𫰢,女人云
𫰣,女礻乙
𫰤,女米
𫰥,亠乂又女
𫰦,女宀寸
𫰧,女羊
𫰨,女乙头
𫰩,女凵朩
𫰪,女耂子
𫰫,女亜
𫰬,女木工
𫰭,女土
𫰮,女艹尸
𫰯,女囗木
𫰰,女亼
𫰱,人人口女
𫰲,免女
𫰳,女了
𫰴,女宀牛
𫰵,尸毛女
𫰶,厶口乙女
𫰷,扌皮女
𫰸,女干卯
𫰹,夫冂儿女
𫰺,女雨
𫰻,女冂丷亡
𫰼,女艹云
𫰽,女人人龰
𫰾,女金
𫰿,女米
𫱀,女勹缶
𫱁,女亽乙心
𫱂,女了凵
𫱃,臣己女
𫱄,女口月
𫱅,女干亼口
𫱆,女一口田
𫱇,女匕貝
𫱈,女艹犮
𫱉,女丬匕月
𫱊,女日勹乙
𫱋,女龵三十
𫱌,女冖二寸
𫱍,女冖几
𫱎,女乙丶
𫱏,亡女龷八
𫱐,女羽廾
𫱑,女石丿之
𫱒,木木冖女
𫱓,女西一己
𫱔,女龷八
𫱕,女皿
𫱖,女口亻口
𫱗,女亼口手
𫱘,女爫糸
𫱙,女母口
𫱚,女亠乂糸
𫱛,女⺷心
𫱜,女宀口
𫱝,女冫欠心
𫱞,女又隹
𫱟,女夫目儿
𫱠,女門女
𫱡,女艹爿士
𫱢,女門夕
𫱣,女囗戈一
𫱤,禾彐亡女
𫱥,白匕几女
𫱦,女⺈口乙
𫱧,女丷口少
𫱨,女亠丷口
𫱩,女又广又
𫱪,女子尚
𫱫,女糹田
𫱬,女古尸毛
𫱭,女⻗亠乂
𫱮,女心
𫱯,女丆日日
𫱰,女艹勹缶
𫱱,女业丷
𫱲,由一乙女
𫱳,女金勹冫
𫱴,⺽目女
𫱵,女丷西寸
𫱶,矛月女
𫱷,女彐丨一
𫱸,女干氺
𫱹,女求衣
𫱺,女壴十又
𫱻,女艹句攵
𫱼,女⺊夕米
𫱽,女艹宀日
𫱾,女囗口貝
𫱿,齿丁口女
𫲀,月丷夫女
𫲁,女礻日木
𫲂,女丷夫貝
𫲃,女亠回示
𫲄,女宀儿禸
𫲅,一八巾女
𫲆,女匕矢龰
𫲇,女艹宀谷
𫲈,女山豆攵
𫲉,女几一鳥
𫲊,女千灬
𫲋,女广羽彡
𫲌,彑巾女
𫲍,女艹日日
𫲎,女艹日
𫲏,女艹日又
𫲐,女尚貝
𫲑,女舟矛木
𫲒,女亠丨
𫲓,亡罒月
𫲔,女艹隹灬
𫲕,山丿㠯女
𫲖,山立女
𫲗,女⺧儿贝
𫲘,女立月三
𫲙,女阝辶
𫲚,女⻗口口
𫲛,女艹彳攵
𫲜,豕母米女
𫲝,女艹臣皿
𫲞,女日日且
𫲟,女立月廾
𫲠,女厂吅攵
𫲡,子又
𫲢,子句
𫲣,幺刀子
𫲤,刀口子
𫲥,子日乙丿
𫲦,子八口儿
𫲧,子金
𫲨,立女子
𫲩,艹口子
𫲪,山幺幺子
𫲫,隹又子
𫲬,乃子耂日
𫲭,子立日儿
𫲮,子冖一田
𫲯,⺽子
𫲰,刀口子系
𫲱,口冂艹子
𫲲,丿㠯立子
𫲳,丨子羊
𫲴,子艹門
𫲵,宀土
𫲶,宀刀丶
𫲷,宀夫
𫲸,宀三丨
𫲹,宀中
𫲺,宀止
𫲻,宀乌
𫲼,宀乃丶
𫲽,宀心
𫲾,宀乂口
𫲿,宀立
𫳀,宀幺力
𫳁,宀大山
𫳂,宀一由
𫳃,宀亚
𫳄,宀宀巳
𫳅,宀羊
𫳆,宀弓弓
𫳇,宀一丨一
𫳈,宀土冖儿
𫳉,宀戈大
𫳊,宀止土
𫳋,宀丿士廴
𫳌,宀亻口
𫳍,宀⺍木
𫳎,宀氵欠
𫳏,宀䶹乙丨
𫳐,宀土丷干
𫳑,宀大电
𫳒,宀木日
𫳓,宀吕又
𫳔,宀虍几
𫳕,宀月月
𫳖,宀亠回
𫳗,宀巛田
𫳘,宀子宀丁
𫳙,宀女王丶
𫳚,宀王人彡
𫳛,宀耳口
𫳜,宀頁
𫳝,宀艹田
𫳞,宀旦勿
𫳟,宀山而
𫳠,宀礻十
𫳡,宀必火
𫳢,宀米口
𫳣,宀女女女
𫳤,宀一八目
𫳥,宀一丨止
𫳦,宀口月阝
𫳧,宀口貝
𫳨,宀白儿阝
𫳩,宀彳⺧口
𫳪,宀⺁彐又
𫳫,宀礻古
𫳬,宀心一土
𫳭,宀立日乙
𫳮,宀女彐又
𫳯,宀三丨彐
𫳰,宀王求
𫳱,宀堇
𫳲,宀且糸
𫳳,宀日厂
𫳴,宀禾丷攵
𫳵,宀牛亻口
𫳶,宀三丨丨
𫳷,宀白匕又
𫳸,宀舌口儿
𫳹,宀必山⺎
𫳺,宀氵上又
𫳻,宀爿寸
𫳼,宀爿西一
𫳽,宀王王王
𫳾,宀一由心
𫳿,宀三丨一
𫴀,宀車矛
𫴁,宀米又儿
𫴂,宀王罒夫
𫴃,宀一由皿
𫴄,宀覀土攵
𫴅,宀王一田
𫴆,宀艹日⽱
𫴇,宀上小
𫴈,宀丿口又
𫴉,宀爫頁
𫴊,宀亻宀火
𫴋,宀立日下
𫴌,宀⺷丿戈
𫴍,宀火覀土
𫴎,宀尸口十
𫴏,宀了儿
𫴐,宀八甘
𫴑,宀一彡
𫴒,宀艹白厶
𫴓,宀三丨口
𫴔,宀臼火心
𫴕,宀⺈口廾
𫴖,宀礻覀土
𫴗,宀礻一田
𫴘,宀木木火
𫴙,宀三丨夫
𫴚,宀必山乙
𫴛,宀爿臼
𫴜,宀豆彐彡
𫴝,宀王貝丁
𫴞,宀心皿也
𫴟,宀户攵乃
𫴠,宀山豕豕
𫴡,宀王貝一
𫴢,宀貝又
𫴣,宀氵欠又
𫴤,宀⻗三彐
𫴥,宀言糹糹
𫴦,宀王貝田
𫴧,宀阝爫土
𫴨,宀木
𫴩,宀礻一貝
𫴪,宀言言言
𫴫,宀王缶貝
𫴬,丶又寸丨
𫴭,彐寸心
𫴮,旦寸亻二
𫴯,貝刂寸
𫴰,龷⺷寸
𫴱,彐寸母
𫴲,彐寸阝
𫴳,彐寸王廾
𫴴,氵廿冂寸
𫴵,彐寸龵十
𫴶,广壴寸寸
𫴷,彐寸石石
𫴸,小日
𫴹,冂人小
𫴺,木乙小
𫴻,少冂人
𫴼,门丿小
𫴽,冖匚儿
𫴾,小日匕匕
𫴿,白勹丶小
𫵀,小忄屮凵
𫵁,冖口上
𫵂,冖口上
𫵃,彐皮
𫵄,艹冂大小
𫵅,冖口
𫵆,少目乙口
𫵇,尸丨目小
𫵈,門心小
𫵉,丶彐大
𫵊,少糹士口
𫵋,立日心小
𫵌,冖口二
𫵍,小止頁
𫵎,尢丿丶
𫵏,尢匕匕
𫵐,戉⺎
𫵑,八儿⺊早
𫵒,八儿貝
𫵓,尸冂人
𫵔,尸月
𫵕,尸爪
𫵖,尸示
𫵗,尸丶彐丿
𫵘,尸必
𫵙,尸二
𫵚,尸丿千
𫵛,尸丶⺀寸
𫵜,尸丩亠又
𫵝,尸厶心
𫵞,尸毛彡
𫵟,尸丶扌七
𫵠,尸二丨㐄
𫵡,尸毛⺆一
𫵢,囗艹尸凵
𫵣,尸毛求
𫵤,尸夕㐄田
𫵥,尸丷开口
𫵦,尸古方⺀
𫵧,尸丶⺀氺
𫵨,尸丷开刂
𫵩,尸彳一十
𫵪,尸⺽冂八
𫵫,尸米女匕
𫵬,尸月⺽八
𫵭,尸米女口
𫵮,凵二丨丨
𫵯,屮西一心
𫵰,䶹㠯⺎
𫵱,山十
𫵲,山丁
𫵳,山几
𫵴,山又
𫵵,山乙丿丿
𫵶,山二乙丨
𫵷,山厂力
𫵸,山ス工
𫵹,山又寸
𫵺,山⺈巴
𫵻,山宀女
𫵼,山一日乂
𫵽,山几一日
𫵾,母山
𫵿,山禾乃
𫶀,山宀木
𫶁,山日勿
𫶂,山山厂干
𫶃,山日心
𫶄,山亦又
𫶅,山厶大彡
𫶆,山戌女
𫶇,山艹丨巾
𫶈,山尸丷开
𫶉,山尸一土
𫶊,山皿
𫶋,⺽乙丨山
𫶌,山丶田
𫶍,山冖日六
𫶎,山宀谷
𫶏,山女丿戈
𫶐,山又又木
𫶑,山王貝
𫶒,山氵木木
𫶓,山宀大口
𫶔,乙耳攵山
𫶕,山艹冖吕
𫶖,阝旦勿山
𫶗,山石亼艹
𫶘,山⻗田
𫶙,山艹癶天
𫶚,山禾士刂
𫶛,山彳糸攵
𫶜,山高⺈丨
𫶝,山厂乙攵
𫶞,匕日頁山
𫶟,山厂亻丶
𫶠,山龶月月
𫶡,山止頁
𫶢,山虍田皿
𫶣,山彳鱼亍
𫶤,山尸子子
𫶥,山艹門
𫶦,山言糹夂
𫶧,
𫶨,人于八川
𫶩,巛冂人厶
𫶪,巛言立儿
𫶫,工八厶
𫶬,工矢
𫶭,亻丿士工
𫶮,工艹云
𫶯,工女
𫶰,工十又
𫶱,工一乙早
𫶲,士尸丨工
𫶳,工罒耂日
𫶴,工口
𫶵,巴乃
𫶶,巳古儿
𫶷,口巴
𫶸,巴亻歹刂
𫶹,山幺幺巳
𫶺,十十十㔾
𫶻,巴臣皿
𫶼,巴立口
𫶽,巾卜
𫶾,巾人
𫶿,巾丿几丶
𫷀,巾毛
𫷁,父巾
𫷂,巾乙二丨
𫷃,一人人巾
𫷄,丨一⺊巾
𫷅,巾冖车
𫷆,巾冂丷山
𫷇,口亠巾
𫷈,彡页巾
𫷉,巾宀⺧儿
𫷊,巾十八
𫷋,巾山豆
𫷌,巾皿
𫷍,白巾尸匕
𫷎,巾广彐口
𫷏,糹氏巾
𫷐,巾艹千二
𫷑,巾尚田
𫷒,巾豆頁
