字符,拆分
𰮫,木木肉
𰮬,月〈见二〉〈四横〉八
𰮭,月口日乚
𰮮,肉艹冖乙丿
𰮯,月丶尸方
𰮰,月〈反字框〉丅辶
𰮱,〈周字框〉冫勹〈横两撇〉〈青字底〉
𰮲,月〈聿三〉丨〈乔字底〉八
𰮳,月乙〈子字底〉皿
𰮴,弓丨二匕〈青字底〉
𰮵,月土亠〈亥无亠无人〉人
𰮶,十冂丷干肉
𰮷,月艹〈左字框〉口
𰮸,月目八刂
𰮹,月口丨丷〈举字底〉
𰮺,月口丄〈青字底〉
𰮻,肉臼人
𰮼,月〈负字头〉口〈比字旁〉匕
𰮽,月丿木日
𰮾,月宀火又
𰮿,月〈巴三〉乚皮
𰯀,月乙丨口又凵
𰯁,月一大口〈虫无口〉
𰯂,月〈临字旁〉〈临右角〉皿
𰯃,月山夂三丨
𰯄,月口口一巾
𰯅,月艹勹日
𰯆,肉口口一巾
𰯇,夂〈冬字底〉田〈青字底〉
𰯈,月丷夫手
𰯉,月亠乂一〈耳无一〉
𰯊,月乙丶〈矛无龴〉二小
𰯋,又亻〈隹字边〉肉
𰯌,月一人人人小丶
𰯍,月〈雨头〉巳
𰯎,月艹一冂人人
𰯏,月艹一厶木
𰯐,月〈鱼省〉日
𰯑,月广〈聿三〉丨〈率字腰〉
𰯒,月乙二一〈豕省〉乚
𰯓,月乙二〈久二〉丶巾又
𰯔,月乙一〈耳无一〉攵
𰯕,月十罒一心
𰯖,厂屰欠肉
𰯗,月龸口手
𰯘,月〈负字头〉罒〈左字框〉又丶
𰯙,月丷夫土土
𰯚,月火火火
𰯛,月亠〈变字头无亠〉口〈虫无口〉
𰯜,丶尸〈青字底〉忄丿日
𰯝,月刀刀止止
𰯞,月罒大丷干
𰯟,月阝〈左字框〉〈青字底〉辶
𰯠,厶口亻〈隹字边〉肉
𰯡,月艹氵一〈青字底〉丨丶
𰯢,月丷兄亠乂口
𰯣,肉宀〈眉字框〉目八
𰯤,月〈門字旁〉〈門字边〉〈负字头〉丨日
𰯥,亻亼口口人人肉
𰯦,肉宀艹目儿
𰯧,月广丷一〈聿三〉〈临字旁〉灬
𰯨,月亠罒丨〈率字腰〉丿乚〈水字边〉
𰯩,月亠口口亻〈隹字边〉
𰯪,月习习亻〈隹字边〉又
𰯫,月厂上小〈戈无一〉口龰
𰯬,月田田田幺小
𰯭,兔兔兔〈青字底〉
𰯮,臣丨丶乙
𰯯,臣殳
𰯰,臣口又
𰯱,臣又〈反字框〉丅
𰯲,臣〈临右角〉罒
𰯳,臣彐冖巾
𰯴,丿目巾
𰯵,丿目弓〈乔字底〉
𰯶,丿目廾干
𰯷,丿目犬日丿龶
𰯸,臼木木
𰯹,臼日木
𰯺,臼田乙丿丿乙
𰯻,丿十臼〈聿三〉〈举字底〉乙丶
𰯼,〈盥左角〉〈盥右角〉乚同龷日
𰯽,丿十口卡
𰯾,丿十口必
𰯿,丿十口皮
𰰀,丿十口〈见二〉大一
𰰁,丿十口口口
𰰂,〈卧人〉丨二〈全字头〉干口
𰰃,丿十口免
𰰄,丿十口彐火
𰰅,丿十口刃心
𰰆,丿十口丷日十
𰰇,丿十口厂甲二
𰰈,丿十口爫一〈豕省〉
𰰉,丿十口亼口习习
𰰊,一乚小〈久二〉丶〈牙二〉丨
𰰋,丿〈舟无撇〉又又
𰰌,丿〈舟无撇〉〈负字头〉彐
𰰍,丿〈舟无撇〉八一〈亥无亠无人〉又
𰰎,十早丿〈舟无撇〉
𰰏,丿〈舟无撇〉一〈三竖〉冖巾
𰰐,丿〈舟无撇〉艹亻寸
𰰑,丿〈舟无撇〉丷木女
𰰒,丿〈舟无撇〉王〈刀中〉王
𰰓,丿〈舟无撇〉亻〈隹字边〉辶
𰰔,〈周字框〉丶艮
𰰕,〈反字框〉〈负字头〉〈巴三〉乚
𰰖,〈负字头〉〈巴三〉乚〈立无横〉一
𰰗,〈负字头〉〈巴三〉乚宀一丨
𰰘,亽乙口〈负字头〉〈巴三〉乚
𰰙,〈千二〉申二〈负字头〉〈巴三〉乚
𰰚,〈负字头〉〈巴三〉乚亠〈变字头无亠〉心
𰰛,〈负字头〉〈巴三〉乚〈黑五〉〈里无日〉灬
𰰜,艹十
𰰝,丷一乂
𰰞,凵丨凵丨乂
𰰟,艹乙乚
𰰠,艹与
𰰡,艹冖一
𰰢,艹乙〈横两撇〉
𰰣,丷一弓丨
𰰤,艹一乂乚
𰰥,龷凵丿凵丨
𰰦,丷一〈少三〉丿
𰰧,卝丿乚丿丶
𰰨,艹仑
𰰩,艹〈冬字底〉十
𰰪,艹乙〈里无日〉
𰰫,艹〈举字底〉乙丶
𰰬,艹一火
𰰭,艹口又
𰰮,艹〈师字旁〉彐
𰰯,艹亻乃乙
𰰰,艹〈犭二〉丿乙乚
𰰱,艹又寸
𰰲,艹一〈戈无一〉刂
𰰳,艹〈师字旁〉一巾
𰰴,艹山己
𰰵,艹乂朩
𰰶,艹丿乙朩
𰰷,艹〈负字头〉〈见二〉人
𰰸,艹氵弓
𰰹,艹亠乂刂
𰰺,艹讠殳
𰰻,艹氵彐
𰰼,艹氵下
𰰽,艹冖亻〈化字边〉
𰰾,艹寸辶
𰰿,艹大〈东二〉十
𰱀,艹丅一〈见二〉人
𰱁,艹十兄
𰱂,艹王廾
𰱃,艹一〈卧人〉大乚
𰱄,艹丩丆亠乚
𰱅,艹口木
𰱆,艹丿〈牜无丿〉土
𰱇,艹丶〈门无丶〉月
𰱈,艹冖二小
𰱉,艹丶〈门无丶〉心
𰱊,艹广〈学字头〉一
𰱋,丷一弓攵
𰱌,艹〈丝左角〉一内
𰱍,艹〈丝左角〉一八刀
𰱎,艹乙〈子字底〉攵
𰱏,艹龷日
𰱐,艹十乙〈冬字底〉大
𰱑,艹〈东二〉〈毌无框〉〈反字框〉丅
𰱒,艹艹一木
𰱓,艹木亠几
𰱔,艹止〈青字底〉
𰱕,丿日艹一〈于无横〉
𰱖,艹彳亠土
𰱗,艹〈礻三〉〈水字边〉刀
𰱘,艹火〈反字框〉丅
𰱙,艹火勹厶
𰱚,艹〈学无子〉乙〈子字底〉
𰱛,艹〈丝左角〉一夂〈冬字底〉
𰱜,艹弓〈卧人〉大
𰱝,艹丅一丆〈见二〉人
𰱞,艹一止攵
𰱟,艹十艹〈见二〉人
𰱠,艹土尸丅一
𰱡,艹艹二欠
𰱢,艹口丄日
𰱣,艹口向
𰱤,艹内丿夫
𰱥,艹厶口心
𰱦,艹〈卧人〉日夂
𰱧,艹丿木亠几
𰱨,艹火一止
𰱩,艹丶〈门无丶〉口口
𰱪,艹亠乙〈里无日〉丿乚丿丶
𰱫,艹〈西无一〉二寸
𰱬,艹扌〈尚字头〉〈青字底〉
𰱭,艹忄八兄
𰱮,艹虍心
𰱯,艹罒土厶
𰱰,艹早〈少三〉丿
𰱱,艹冫欠〈见二〉人
𰱲,艹一〈耳无一〉只
𰱳,艹扌龷日
𰱴,夫艹日大
𰱵,艹宀亻一〈见二〉人一
𰱶,艹一〈耳无一〉又心
𰱷,一人人〈木无横〉艹亻〈化字边〉
𰱸,艹一〈耳无一〉又火
𰱹,艹口口屰
𰱺,艹亼口习习
𰱻,艹丿木丶艮
𰱼,艹〈立无横〉冖巾口
𰱽,艹木丷〈西无一〉二
𰱾,艹一口〈木无横〉〈负字头〉〈见二〉人
𰱿,艹一口田辶
𰲀,艹日大土土
𰲁,艹丿木几丆〈见二〉人
𰲂,艹月丷夫马
𰲃,卝亻〈隹字边〉皿
𰲄,艹辛臣
𰲅,艹亠乂非一
𰲆,艹氵宀谷
𰲇,艹女口一口丷一
𰲈,艹〈享字头〉冂口攵
𰲉,艹氵一口口口乚
𰲊,艹一口口口乚欠
𰲋,艹土厶皿乚丿又丶
𰲌,艹木日罒又
𰲍,艹早三人日
𰲎,艹爫木〈于无横〉〈率字腰〉丶
𰲏,艹〈享字头〉日丷一〈举字底〉
𰲐,日艹广木木
𰲑,艹亻〈隹字边〉灬〈全字头〉〈乔字底〉
𰲒,艹丷木犬丆〈见二〉人
𰲓,艹丿㠯辛二乚
𰲔,艹口止广艹一巾
𰲕,艹丿〈舟无撇〉丷夫丨〈率字腰〉
𰲖,艹口口丆〈见二〉人口口
𰲗,艹一口〈木无横〉冫欠非一
𰲘,虍几匕
𰲙,虍〈全字头〉〈乔字底〉
𰲚,〈反字框〉虍人
𰲛,虍几口
𰲜,虍几一儿
𰲝,〈反字框〉虍巾
𰲞,虍几一〈戈无一〉
𰲟,虍几乌
𰲠,二〈戈无一〉虍几
𰲡,虍〈见二〉三又
𰲢,虍亽乙口
𰲣,虍〈聿三〉丿口
𰲤,虍大丷干
𰲥,曲虍几
𰲦,虍几口〈虫无口〉
𰲧,虍〈比字旁〉匕丿日
𰲨,口口口木虍几
𰲩,口〈虫无口〉丿乙
𰲪,口〈虫无口〉么
𰲫,口〈虫无口〉无
𰲬,口〈虫无口〉〈东二〉十
𰲭,日口〈虫无口〉
𰲮,〈临字旁〉又口〈虫无口〉
𰲯,口〈虫无口〉人人
𰲰,口〈虫无口〉仑
𰲱,方口〈虫无口〉
𰲲,口〈虫无口〉〈刀中〉乙丶
𰲳,口〈虫无口〉二〈戈无一〉
𰲴,〈左字框〉〈龙下角〉丶口〈虫无口〉
𰲵,口〈虫无口〉又〈举字底〉
𰲶,口〈虫无口〉〈经右角〉丅一
𰲷,口〈虫无口〉乙龰
𰲸,一〈业无横〉一口〈虫无口〉
𰲹,口〈虫无口〉山己
𰲺,口〈虫无口〉寸辶
𰲻,口〈虫无口〉大辶
𰲼,口〈虫无口〉日干
𰲽,口〈虫无口〉艹冖一
𰲾,口〈虫无口〉角
𰲿,口〈虫无口〉丆丨丶辶
𰳀,丆〈青字底〉冖口〈虫无口〉
𰳁,口〈虫无口〉龶〈见二〉人
𰳂,口〈虫无口〉〈东二〉〈毌无框〉〈反字框〉丅
𰳃,口〈虫无口〉木灬
𰳄,阝东口〈虫无口〉
𰳅,口〈虫无口〉止〈青字底〉
𰳆,口〈虫无口〉止〈齿字底〉
𰳇,口〈虫无口〉龸土
𰳈,口〈虫无口〉宀〈见二〉三
𰳉,口〈虫无口〉弓〈负字头〉小
𰳊,口〈虫无口〉十艹〈见二〉人
𰳋,歹〈全字头〉彡口〈虫无口〉
𰳌,口〈虫无口〉由辶
𰳍,口〈虫无口〉丷木大
𰳎,土甲二口〈虫无口〉
𰳏,口〈虫无口〉龸口儿
𰳐,止口〈虫无口〉口〈虫无口〉
𰳑,亻丨夂彡口〈虫无口〉
𰳒,〈卑六〉乚厶口〈虫无口〉
𰳓,口〈虫无口〉〈礻三〉丶兄
𰳔,口〈虫无口〉厶〈青字底〉匕匕
𰳕,口〈虫无口〉女丶艮
𰳖,一口丨口〈虫无口〉口〈虫无口〉
𰳗,口〈虫无口〉〈见二〉人〈见二〉人女
𰳘,口〈虫无口〉山厂土土
𰳙,口〈虫无口〉丷王皿
𰳚,〈丝左角〉一亻〈隹字边〉口〈虫无口〉
𰳛,口〈虫无口〉朱六乂
𰳜,口〈虫无口〉阝〈左字框〉〈青字底〉土
𰳝,㡀口〈虫无口〉口〈虫无口〉
𰳞,口〈虫无口〉〈业无横〉冖一〈豕省〉
𰳟,口〈虫无口〉丿乙〈鳥省〉灬
𰳠,口〈虫无口〉〈负字头〉彐攵灬
𰳡,口〈虫无口〉〈辛旁〉一口〈木无横〉
𰳢,乙龰口〈虫无口〉口口〈虫无口〉
𰳣,女一口〈木无横〉攵口〈虫无口〉
𰳤,土土土一儿口〈虫无口〉下
𰳥,口〈虫无口〉艹心心心
𰳦,口〈虫无口〉宀夂口丆目八
𰳧,厂〈戈无一〉丿皿
𰳨,丿皿歹刂
𰳩,丿皿一人人〈木无横〉夂
𰳪,彳二丨幺小
𰳫,彳二丨目八
𰳬,彳二丨止丨丿丿
𰳭,彳二丨幺止
𰳮,彳二丨止方
𰳯,彳二丨止土丷干
𰳰,〈礻三〉〈水字边〉匕
𰳱,〈礻三〉〈水字边〉六
𰳲,〈礻三〉〈水字边〉〈左字框〉〈龙下角〉丶
𰳳,〈左字框〉巾亠丿乚〈水字边〉
𰳴,〈礻三〉〈水字边〉亻一乚丶
𰳵,〈礻三〉〈水字边〉艹乙
𰳶,〈礻三〉〈水字边〉丶乙〈水字框〉
𰳷,〈礻三〉〈水字边〉乙丿口
𰳸,〈礻三〉〈水字边〉又寸
𰳹,〈礻三〉〈水字边〉厂犬
𰳺,〈礻三〉〈水字边〉冖丿乚〈水字边〉
𰳻,〈礻三〉〈水字边〉大辶
𰳼,〈礻三〉〈水字边〉一冂丶冂丶
𰳽,〈礻三〉〈水字边〉十〈左字框〉乙〈子字底〉
𰳾,〈礻三〉〈水字边〉〈见二〉三乙丿
𰳿,〈礻三〉〈水字边〉爫女
𰴀,〈礻三〉〈水字边〉丘八
𰴁,〈礻三〉〈水字边〉艹夭
𰴂,〈礻三〉〈水字边〉厶大彡
𰴃,〈礻三〉〈水字边〉〈享字头〉田
𰴄,〈礻三〉〈水字边〉丷一〈举字底〉〈率字腰〉
𰴅,〈礻三〉〈水字边〉皮田
𰴆,木土乙〈举字底〉亠丿乚〈水字边〉
𰴇,〈礻三〉〈水字边〉龸口土
𰴈,〈礻三〉〈水字边〉〈卧人〉乚乙亠丶攵
𰴉,〈礻三〉〈水字边〉宀王罒心
𰴊,〈礻三〉〈水字边〉目目亼口廾
𰴋,覀土土丿乙
𰴌,覀女忄乙大
𰴍,覀女〈业无横〉一丷一未
𰴎,〈见二〉大目儿
𰴏,目儿句
𰴐,丿夫目儿
𰴑,目儿一大口
𰴒,雨目儿
𰴓,真目儿
𰴔,〈业无横〉一亻〈隹字边〉目儿
𰴕,必见
𰴖,刀口见
𰴗,一冂丶冂丶见
𰴘,丶〈门无丶〉日见
𰴙,〈聿三〉丿口见
𰴚,丷木女见
𰴛,乙乚一乚〈叚右角〉乚一丄见
𰴜,虍〈见二〉三见
𰴝,爫乙丶冂厶又见
𰴞,虍一口丷一见
𰴟,刀月
𰴠,角又
𰴡,角廾
𰴢,角〈乐二〉小
𰴣,〈学字头〉冖角
𰴤,角一丷木
𰴥,角丶〈门无丶〉日
𰴦,角〈門字旁〉〈門字边〉日
𰴧,乙言
𰴨,厶言
𰴩,言刀
𰴪,丆丨丶言
𰴫,言未
𰴬,〈卢字头〉〈久二〉丶言
𰴭,一〈见二〉人一言
𰴮,言一日一
𰴯,艹冖言
𰴰,言口口
𰴱,月言又
𰴲,言屰
𰴳,言宀小
𰴴,宀女言
𰴵,言〈立无横〉厂
𰴶,言乙丨〈水字框〉一
𰴷,言幺夂
𰴸,又欠言
𰴹,言〈临字旁〉又土
𰴺,言宀木
𰴻,言丶〈门无丶〉心
𰴼,言〈见二〉〈四横〉八
𰴽,言丷夫乙乚
𰴾,言厂〈左字框〉乚彡丶
𰴿,〈见二〉一人人人言
𰵀,言勹言
𰵁,言〈犭二〉丿艮
𰵂,言丷木女
𰵃,言〈立无横〉一兄
𰵄,言又亻〈隹字边〉
𰵅,言宀火火
𰵆,言口口屰
𰵇,言亻〈隹字边〉丨乙冂
𰵈,言〈竹头〉土寸
𰵉,言艹罒冖〈久二〉丶
𰵊,讠丩
𰵋,讠丿十
𰵌,讠乙〈横两撇〉
𰵍,讠一凵乚
𰵎,讠〈左字框〉乚丶
𰵏,讠〈少三〉丿
𰵐,讠反
𰵑,讠〈刀中〉乙丶
𰵒,讠冖儿
𰵓,讠木丶
𰵔,讠艹一乚
𰵕,讠〈举字底〉乙丶
𰵖,讠艹乙
𰵗,讠〈见二〉大
𰵘,讠冂〈里无日〉
𰵙,讠丿夫
𰵚,讠亽乙丶
𰵛,讠句
𰵜,讠勹巳
𰵝,讠丿木
𰵞,讠丶乙〈水字框〉
𰵟,讠丷三
𰵠,讠女又
𰵡,讠〈经右角〉丅一
𰵢,讠一丷大
𰵣,讠亼口
𰵤,讠夂口
𰵥,讠〈久二〉丶〈久二〉丶
𰵦,讠六乂
𰵧,讠士心
𰵨,讠一〈业无横〉厂
𰵩,讠一〈青字底〉丨丶
𰵪,讠冂八口
𰵫,讠一口丷一
𰵬,讠另刂
𰵭,讠丿木刂
𰵮,讠丿扌〈戈无一〉
𰵯,讠厶八夂
𰵰,讠土丷干
𰵱,讠木木
𰵲,讠艹三八
𰵳,讠〈卢字头〉早
𰵴,讠上小又
𰵵,讠臼儿
𰵶,讠丿十龷一
𰵷,讠又又又又
𰵸,讠丨〈水字框〉日
𰵹,讠一〈耳无一〉又又
𰵺,讠厂丿日小
𰵻,讠艹大二乚
𰵼,讠〈久二〉丶〈牙二〉丨木
𰵽,讠爫臼
𰵾,讠爫幺大
𰵿,讠〈享字头〉冂口
𰶀,讠〈雨头〉二乚
𰶁,讠丿木〈久二〉丶〈久二〉丶
𰶂,讠丿〈见二〉夂一心
𰶃,讠习习丿日
𰶄,讠大十〈左字框〉日
𰶅,讠丿目〈率字腰〉十
𰶆,讠乙一〈耳无一〉攵
𰶇,讠阝〈左字框〉丅一〈青字底〉
𰶈,讠尸丨〈率字腰〉丿〈举字底〉
𰶉,讠亠回日一
𰶊,讠〈立无横〉一日心
𰶋,讠宀〈寒字腰〉八巳
𰶌,讠〈雨头〉丆冂〈临字旁〉
𰶍,讠〈负字头〉〈见二〉〈全字头〉目夂
𰶎,讠刃刃止止
𰶏,讠亼口口口冂艹
𰶐,人谷
𰶑,谷〈左字框〉〈龙下角〉丶
𰶒,勹巳谷
𰶓,谷歹刂
𰶔,谷十乙〈冬字底〉大
𰶕,谷亻亠乚一大
𰶖,宀丅一口谷
𰶗,一口丷一乙
𰶘,夫一口丷一
𰶙,一口丷一一火
𰶚,龵丶一口丷一
𰶛,亻犬一口丷一
𰶜,一口丷一宀二儿
𰶝,非一口丷一
𰶞,一口丷一土木〈戈无一〉
𰶟,士〈眉字框〉殳一口丷一
𰶠,一口丷一十〈左字框〉日阝
𰶡,一口丷一一〈临字旁〉一乚〈叚右角〉田
𰶢,一口丷一木目心
𰶣,曲一口丷一巛口〈巴三〉乚
𰶤,一〈豕省〉匕
𰶥,一〈豕省〉卩
𰶦,一〈豕省〉〈卧人〉大
𰶧,一〈豕省〉一〈耳无一〉又
𰶨,一〈豕省〉爫见
𰶩,丷夫乙二〈豕省〉
𰶪,一〈豕省〉木日一
𰶫,一〈豕省〉艹亽乙丶
𰶬,一〈豕省〉丷木女
𰶭,一〈豕省〉阝〈左字框〉〈青字底〉
𰶮,一〈豕省〉彳丷一丶乙丶
𰶯,象木木
𰶰,一〈豕省〉〈雨头〉口口口丅人人一
𰶱,十目八
𰶲,亠乚目八
𰶳,〈比字旁〉匕目八
𰶴,目八土丶
𰶵,止目八
𰶶,勹〈横两撇〉目八
𰶷,目八欠
𰶸,丶乙丶目八
𰶹,目八亠乂
𰶺,厶目八乙一
𰶻,目八弓丨
𰶼,目八田
𰶽,目八口乂
𰶾,目八亽乙丶
𰶿,目八它
𰷀,目八一〈耳无一〉
𰷁,目八〈尚字头〉彐
𰷂,目八〈久二〉丶〈久二〉丶
𰷃,山巳目八
𰷄,全目八
𰷅,目八厂㠯
𰷆,王攵目八
𰷇,目八丘山
𰷈,目八勹丷木
𰷉,目八丆〈见二〉〈临字旁〉三
𰷊,目八土木〈戈无一〉
𰷋,目八共开
𰷌,十艹口丄目八
𰷍,一〈戈无一〉丩丆口目八
𰷎,士〈眉字框〉殳目八
𰷏,目八一厶土上又
𰷐,〈鱼省〉日目八
𰷑,目八十口口一乚〈水字边〉
𰷒,口丄目八丘八
𰷓,口丄目八亻本
𰷔,〈全字头〉〈乔字底〉士罒目八
𰷕,宀八丅一八刀目八
𰷖,目八八一彐〈临字旁〉灬
𰷗,目八出二小又
𰷘,目八土〈亦字底〉土〈亦字底〉
𰷙,日十〈左字框〉日〈负字头〉目八
𰷚,目八宀〈眉字框〉目八
𰷛,目八广丷一〈聿三〉〈临字旁〉灬
𰷜,目八〈负字头〉厂艹口言
𰷝,〈立无横〉一早攵彡目八
𰷞,一乚丶〈见二〉人
𰷟,〈见二〉人乙〈横两撇〉
𰷠,〈见二〉人〈韦无二〉乚
𰷡,〈见二〉人二儿
𰷢,〈见二〉人〈印字旁〉乚丶
𰷣,夫夫〈见二〉人
𰷤,〈见二〉人亠人人十
𰷥,宀二小〈见二〉人
𰷦,二厶弓〈乔字底〉〈见二〉人
𰷧,彐丄灬〈见二〉人
𰷨,〈见二〉人〈卑六〉乚厶
𰷩,〈见二〉人丷夫〈见二〉人
𰷪,〈见二〉人丷一八皿
𰷫,〈见二〉人犬犬犬
𰷬,〈见二〉人广丷一〈聿三〉〈兼无䒑无彐〉
𰷭,〈见二〉人厂乚丆臣〈戈无一〉
𰷮,虍几虍几〈见二〉人
𰷯,同土〈亦字底〉
𰷰,土〈亦字底〉火火冖口口
𰷱,土龰与
𰷲,土龰丿丄乙
𰷳,夭龰〈见二〉三
𰷴,土龰〈乐二〉小
𰷵,土龰一〈戈无亠〉一儿
𰷶,土龰夭〈乔字底〉
𰷷,土龰〈豕省〉
𰷸,土龰十乙〈冬字底〉大
𰷹,土龰木木
𰷺,土龰〈卢字头〉目八
𰷻,夭龰匕目乚八
𰷼,土龰〈左字框〉口冂口
𰷽,土龰〈久二〉丶乙乚田
𰷾,土龰王乙丿勹〈横两撇〉丶
𰷿,夭龰夭口冂口
𰸀,土龰〈雨头〉亽乙丶
𰸁,口止刀
𰸂,口止大
𰸃,口止久
𰸄,口止乙〈横两撇〉
𰸅,口止攴
𰸆,口止六
𰸇,口止又又
𰸈,扌丸口龰
𰸉,口止大一〈于无横〉
𰸊,口止山〈久二〉丶
𰸋,口止〈反字框〉一口
𰸌,口止月刂
𰸍,〈全字头〉止口龰
𰸎,口止〈立无横〉厂
𰸏,冫欠口龰
𰸐,口止一冂丶冂丶
𰸑,口止十兄
𰸒,口止〈负字头〉丨日
𰸓,口止厶小又
𰸔,口止〈东二〉十辶
𰸕,口止止〈青字底〉
𰸖,口止日卬
𰸗,口止冂丷木
𰸘,口止忄又土
𰸙,口止厶大彡
𰸚,口止一〈三竖〉冖巾
𰸛,一〈三竖〉冖巾口龰
𰸜,口止艹二木
𰸝,口止共二乚
𰸞,口止口丄〈见二〉人
𰸟,口止丨〈水字框〉田
𰸠,口止目八刂
𰸡,口止亼口廾
𰸢,口止一大丨〈率字腰〉
𰸣,口止〈负字头〉彐心
𰸤,口止免〈冬字底〉
𰸥,口止〈享字头〉冖一丨
𰸦,口止乙丿口〈见二〉人
𰸧,口止乙丨三〈水字框〉一
𰸨,口止龷丷木
𰸩,口止丿冫乚〈飞无折〉辶
𰸪,口止彳日一寸
𰸫,口止士口丷一彡
𰸬,口止扌日〈定字底〉
𰸭,口止目八〈卢字头〉口
𰸮,口止日一甲二
𰸯,口止〈见二〉一一丨乚〈黽左角〉彐
𰸰,口止止丆目八
𰸱,口止〈久二〉〈冬字底〉乙丶一口丷一
𰸲,口止〈竹头〉〈即字旁〉卩
𰸳,口止艹亻〈隹字边〉又
𰸴,口止匕〈卧人〉大乙丶乙龰
𰸵,口止亽乙丶丆目八
𰸶,口止亻亼口口人人
𰸷,凵丿㠯辛口龰
𰸸,口止丿㠯止彐冖巾
𰸹,口止艹丿㠯辛乙〈子字底〉
𰸺,丿〈青字底〉一丿反
𰸻,丿〈青字底〉一丿勹弓
𰸼,丿〈青字底〉一丿龵丶
𰸽,丿〈青字底〉一丿必
𰸾,丿〈青字底〉一丿日一寸
𰸿,丿〈青字底〉一丿罒〈久二〉丶
𰹀,丿〈青字底〉一丿丷日十
𰹁,丿〈青字底〉一丿丆丨丶一止
𰹂,丿〈青字底〉一丿艹句
𰹃,丿〈青字底〉一丿艹〈左字框〉口
𰹄,丿〈青字底〉一丿山丆冂〈临字旁〉
𰹅,丿〈青字底〉一丿龵〈四横〉丨
𰹆,丿〈青字底〉一丿爫冖〈左字框〉又
𰹇,丿〈青字底〉一丿艹丿木女
𰹈,一〈車无一〉乙
𰹉,一〈車无一〉乙
𰹊,一〈車无一〉丿七
𰹋,一〈車无一〉勺
𰹌,六一〈車无一〉
𰹍,一〈車无一〉本
𰹎,一〈車无一〉丿冂人
𰹏,一〈車无一〉〈久二〉丶卩
𰹐,一〈車无一〉乙丿口
𰹑,一〈車无一〉亠日
𰹒,一〈車无一〉尸丨〈水字框〉
𰹓,一〈車无一〉一口一〈戈无一〉
𰹔,一〈車无一〉日木
𰹕,一〈車无一〉口又口
𰹖,一〈車无一〉〈千二〉〈聿三〉〈木无横〉
𰹗,一〈車无一〉爫一寸
𰹘,一〈車无一〉爫冖又
𰹙,一〈車无一〉勹一一止
𰹚,一〈車无一〉又又欠
𰹛,一〈車无一〉〈千二〉龷〈木无横〉
𰹜,一〈車无一〉乂凵丨丿丿又
𰹝,一〈車无一〉〈立无横〉一口丨
𰹞,厶厶厶大一〈車无一〉
𰹟,一〈車无一〉口丄田
𰹠,一〈車无一〉亻〈隹字边〉乃
𰹡,一〈車无一〉乚乙一丨〈率字腰〉刂
𰹢,一〈車无一〉乙丶〈矛无龴〉二小
𰹣,一〈車无一〉〈负字头〉丨日心
𰹤,一〈車无一〉一〈临字旁〉一乚〈叚右角〉田
𰹥,一〈車无一〉日罒一〈万无横〉
𰹦,一〈車无一〉〈留字头〉目八
𰹧,一〈車无一〉〈聿三〉丨〈乔字底〉丨一乚一乙一丨
𰹨,一〈車无一〉山丆冂〈临字旁〉辶
𰹩,一〈車无一〉宀一丨丿丿目八
𰹪,一〈車无一〉广丷一〈聿三〉〈临字旁〉灬
𰹫,幺小一〈車无一〉幺小山
𰹬,一〈車无一〉艹厂乚丆臣〈戈无一〉
𰹭,一〈車无一〉〈竹头〉土厶〈青字底〉攵
𰹮,一〈車无一〉艹〈門字旁〉〈門字边〉亻〈隹字边〉灬
𰹯,〈东二〉十乙
𰹰,〈东二〉十丿丶
𰹱,〈东二〉十乙乚
𰹲,〈东二〉十口
𰹳,〈东二〉十川
𰹴,〈东二〉十凡
𰹵,〈东二〉十丶乂
𰹶,〈东二〉十王
𰹷,〈东二〉十二儿
𰹸,〈东二〉十一凵乚
𰹹,〈东二〉十七刀
𰹺,〈东二〉十反
𰹻,〈东二〉十〈巴三〉乚
𰹼,〈东二〉十二〈戈无一〉
𰹽,〈东二〉十一丷十
𰹾,〈临字旁〉〈临右角〉〈东二〉十
𰹿,〈东二〉十亻寸
𰺀,〈东二〉十〈印字旁〉乚丶
𰺁,〈东二〉十句
𰺂,〈东二〉十勹巳
𰺃,〈东二〉十又寸
𰺄,〈东二〉十共
𰺅,共〈东二〉十
𰺆,〈东二〉十勹日
𰺇,〈东二〉十宀二儿
𰺈,〈东二〉十〈聿三〉丿口
𰺉,〈东二〉十龶〈青字底〉
𰺊,〈东二〉十土八夂
𰺋,〈东二〉十一〈耳无一〉又
𰺌,〈东二〉十十乙〈冬字底〉大
𰺍,〈东二〉十日木
𰺎,〈东二〉十非
𰺏,〈东二〉十月月
𰺐,〈东二〉十〈负字头〉臼
𰺑,〈东二〉十宀〈久二〉丶乙乚
𰺒,〈东二〉十山丆冂〈临字旁〉
𰺓,〈东二〉十〈卧人〉日夂
𰺔,〈东二〉十乂凵八夂
𰺕,〈东二〉十广艹一又
𰺖,〈东二〉十三人丿木
𰺗,〈东二〉十〈临字旁〉〈临右角〉皿
𰺘,士〈眉字框〉殳〈东二〉十
𰺙,〈东二〉十十丷一回
𰺚,〈东二〉十丆冂〈临字旁〉丆冂〈临字旁〉
𰺛,〈东二〉十大丷日小
𰺜,〈东二〉十丿丷木田
𰺝,〈东二〉十〈立无横〉一甲二
𰺞,〈东二〉十尸乙〈子字底〉乙〈子字底〉乙〈子字底〉
𰺟,一〈車无一〉凵殳〈东二〉十
𰺠,〈东二〉十十冂丷干犬
𰺡,〈东二〉十艹土厶皿
